InvoiceNo,Channel,Product Name,ProductID,Account,AccountNo,Date,Deadline,Currency,Unit Price,Quantity,Total
4055,Bullseye,"BlenderBottle SportMixer, Black/Red, 28 Ounce",K&D/BLE-58202,Sales,5004,2020-01-06,May 16 2020,USD,22.6,6,135.6
4209,Understock.com,LEGO Friends Set #41056 Heartlake News Van,T&G/LEG-92625,Sales,5004,2020-01-06,3-22-20,USD,15.56,5,77.8
4210,iBay.com,Oregon Scientific ATC Chameleon Dual Lens Action Video Camera (Black),C&P/ORE-81984,Sales,5004,2020-01-06,4-23-20,USD,6.22,1,6.22
4211,iBay.com,Mckenzie 20950 Tuff Block Low Poundage Archery Target,S&O/MCK-46543,Sales,5004,2020-01-06,Thu Jun  4 00:00:00 2020,USD,18.01,2,36.02
4212,Shoppe.com,Teenage Mutant Ninja Turtles Foot Soldier,T&G/TEE-56967,Sales,5004,2020-01-06,12-30-19,USD,13.35,2,26.7
4213,Shoppe.com,"Cuisinart DLC-10S Pro Classic 7-Cup Food Processor, White",K&D/CUI-92797,Sales,5004,2020-01-06,July 02 2020,USD,14.32,1,14.32
4214,iBay.com,MPERO Collection 3 Pack of Mirror Screen Protectors for Samsung Galaxy Note 3,CP&A/MPE-10829,Sales,5004,2020-01-06,Thu Apr  9 00:00:00 2020,USD,10.29,6,61.73999999999999
4056,Understock.com,Lyons Classic American Kazoos 5-pack Blue 5-pack,MI/LYO-50899,Sales,5004,2020-01-06,01/28/20,USD,23.59,1,23.59
4216,Bullseye,High Sierra XBT TSA Backpack,S&O/HIG-49973,Sales,5004,2020-01-06,Fri Jan  3 00:00:00 2020,USD,2.95,1,2.95
4217,Understock.com,Nordic Naturals - Nordic Omega-3 Gummies (Tangerine) - 120ct,H&PC/NOR-59978,Sales,5004,2020-01-06,Sat Oct 19 00:00:00 2019,USD,2.37,66,156.42
4218,Understock.com,"NOW Foods Thyroid Energy, 90 Vcaps",H&PC/NOW-02325,Sales,5004,2020-01-06,Wed Feb  5 00:00:00 2020,USD,4.95,2,9.9
4219,Shoppe.com,Baby Einstein - Baby Galileo - Discovering the Sky,M&T/BAB-42333,Sales,5004,2020-01-06,February 04 2020,USD,3.69,6,22.14
4220,Shoppe.com,New 3-piece Colorful Rainbow Stripes Impact Hybrid Combo Hard Case Cover Mint Blue Soft Skin for Iphone 5 5s,CP&A/NEW-72696,Sales,5004,2020-01-06,Thu Oct 17 00:00:00 2019,USD,5.670000000000001,6,34.02
4221,Understock.com,Vandoren SR2125 Traditional Alto Saxophone Reeds - Strength 2.5,MI/VAN-80076,Sales,5004,2020-01-06,03/03/20,USD,19.78,5,98.9
4059,iBay.com,Napco Security NPGEMSMK Napco Gemini Wireless Smoke Detector,C&P/NAP-40398,Sales,5004,2020-01-06,12-09-19,USD,12.21,12,146.52
4223,iBay.com,,I&S/RUB-98011,Sales,5004,2020-01-06,12/07/19,USD,10.3,6,61.8
4224,Bullseye,"John Sterling 1133 Window Guard, 3-Bar",H&K/JOH-14373,Sales,5004,2020-01-06,2020/02/23,USD,4.37,29,126.73
4061,Shoppe.com,Offset Ratcheting Refrigeration Wrench,I&S/OFF-27333,Sales,5004,2020-01-06,05/19/20,USD,12.17,5,60.85
4226,Understock.com,"LeapFrog Read with Me, Violet",T&G/LEA-17149,Sales,5004,2020-01-06,4-27-20,USD,14.98,4,59.92
4062,Bullseye,"Space Bag # BR5420-6, 2 Jumbo Vacuum Seal Storage Bags, Each, Clear, (35"" X 48"")",H&K/SPA-47593,Sales,5004,2020-01-06,2020/04/07,USD,4.46,6,26.76
4228,Shoppe.com,Tyler Perry's Madea's Family Reunion: The Play,M&T/TYL-96841,Sales,5004,2020-01-06,November 10 2019,USD,10.63,2,21.26
4229,Bullseye,"Magline GMK81UA4 Gemini Sr Convertible Hand Truck, Pneumatic Wheels, 500 lbs Load Capacity, 61"" Height, 55-3/4"" Length x 21"" Width",I&S/MAG-94877,Sales,5004,2020-01-06,10/30/19,USD,18.49,8,147.92
4063,Understock.com,American Plating 150CN American Plating Metal Fife,MI/AME-28926,Sales,5004,2020-01-06,12/25/19,USD,17.71,7,123.97
4231,Bullseye,Howl's Moving Castle,M&T/HOW-50723,Sales,5004,2020-01-06,April 06 2020,USD,10.7,6,64.19999999999999
4232,Shoppe.com,LEGO Chima 70125 Gorilla Legend Beast,T&G/LEG-16415,Sales,5004,2020-01-06,12-06-19,USD,13.08,6,78.48
4233,Shoppe.com,Water Eater Soaks Up Moisture Block Drafts With Our Water Eaters - Gray,PL&G/WAT-50741,Sales,5004,2020-01-06,12/17/19,USD,5.82,5,29.1
4234,Shoppe.com,LEGO Ninja Turtles Stealth Shell in Pursuit 79102,T&G/LEG-37777,Sales,5004,2020-01-06,3-18-20,USD,6.66,1,6.66
4064,Shoppe.com,OXO Good Grips 9-Inch Whisk,K&D/OXO-49013,Sales,5004,2020-01-06,April 06 2020,USD,8.78,6,52.67999999999999
4065,Understock.com,"White Porcelain Blue Patterned Asian Soup Spoons, Set of 4",K&D/WHI-45717,Sales,5004,2020-01-06,June 25 2020,USD,6.95,34,236.3
4237,Bullseye,,E/TOP-33326,Sales,5004,2020-01-06,2020/06/21,USD,11.73,6,70.38
4238,Walcart,Matrix MR600 Deluxe Metronome,MI/MAT-60975,Sales,5004,2020-01-06,11/28/19,USD,7.16,1,7.16
4239,Shoppe.com,Plastic Easter Eggs (50 per order),T&G/PLA-18088,Sales,5004,2020-01-06,5-19-20,USD,12.87,1,12.87
4240,Understock.com,Mega Bloks First Builders Wacky Wheels (Bag),T&G/MEG-98785,Sales,5004,2020-01-06,4-02-20,USD,24.28,1,24.28
4066,Bullseye,"FoodSaver FSFRSH0060-035 FreshSaver Handheld Vacuum Sealer with Starter Kit, Red",K&D/FOO-30950,Sales,5004,2020-01-06,February 22 2020,USD,5.1,2,10.2
4242,iBay.com,"Meri Meri Howdy Cowboy 5-Inch Small Napkins, 20-Pack",K&D/MER-23501,Sales,5004,2020-01-06,December 27 2019,USD,14.85,33,490.05
4067,Walcart,,H&K/ACC-55620,Sales,5004,2020-01-06,2020/05/14,USD,3.05,1,3.05
4244,iBay.com,"OXO SteeL Soap Dispensing Dish Brush Refills, 2-Pack",H&K/OXO-91487,Sales,5004,2020-01-06,2020/03/21,USD,2.45,6,14.7
4068,iBay.com,,T&G/DIS-83263,Sales,5004,2020-01-06,5-30-20,USD,7.36,1,7.36
4071,Understock.com,4M Salt Water Powered Robot Kit,T&G/4M-26046,Sales,5004,2020-01-06,1-29-20,USD,5.05,16,80.8
4072,Bullseye,Mule Team Borax and Arm & Hammer Super Washing Soda Variety Pack,H&K/MUL-77803,Sales,5004,2020-01-06,2020/03/21,USD,9.22,6,55.32000000000001
4248,Shoppe.com,,K&D/SHU-47660,Sales,5004,2020-01-06,December 17 2019,USD,13.72,7,96.04
4073,Shoppe.com,OXO Good Grips 9-Inch Whisk,K&D/OXO-49013,Sales,5004,2020-01-06,April 06 2020,USD,8.78,6,52.67999999999999
4250,Understock.com,"ASUS compatible 6-Cell 11.1V 5200mAh High Capacity Generic Replacement Laptop Battery for X43TK,X43U,X43EC,X43EE,X44,X44C,X44H,X44HR,X44HY,X44L,X44LY,X44E,X44EI,X53,X53B,X53BR,X53BY,X53TA,X53TK,X53T,X53U,X53Z,X54,X54C,X54H",E/ASU-81410,Sales,5004,2020-01-06,2020/06/05,USD,6.31,1,6.31
4251,Walcart,Trouble Game,T&G/TRO-92158,Sales,5004,2020-01-06,4-13-20,USD,3.21,8,25.68
4252,Understock.com,Uncle Milton - Rainbow In My Room,T&G/UNC-69961,Sales,5004,2020-01-06,11-15-19,USD,10.61,4,42.44
4253,Shoppe.com,,H&K/IDE-64614,Sales,5004,2020-01-06,2019/10/16,USD,4.36,22,95.92
4254,iBay.com,,MI/GRA-04697,Sales,5004,2020-01-06,12/27/19,USD,7.25,12,87.0
4255,Bullseye,Macally Mini 7-Port USB 2.0 Hub with AC Adapter (TriHub7),E/MAC-42752,Sales,5004,2020-01-06,2020/03/28,USD,4.23,6,25.38
4256,Understock.com,"Wild Grass Solar Garden Lights. 3 Sprigs of Green Grass, 1.2 foot Tall",PL&G/WIL-78488,Sales,5004,2020-01-06,04/30/20,USD,20.3,13,263.9
4074,Understock.com,"Fox Run Red Foil Standard Bake Cups, 32 Cups",K&D/FOX-89965,Sales,5004,2020-01-06,May 13 2020,USD,22.75,6,136.5
4258,Understock.com,Les Girls,M&T/LES-87870,Sales,5004,2020-01-06,February 24 2020,USD,9.13,3,27.39
4077,Understock.com,"NOW Foods L-Arginine 1000mg, 120 Tablets",H&PC/NOW-53522,Sales,5004,2020-01-06,Wed Mar 18 00:00:00 2020,USD,2.46,31,76.26
4260,Shoppe.com,Lauri Tall-Stacker Pegs & Pegboard Set,T&G/LAU-10177,Sales,5004,2020-01-06,11-04-19,USD,8.92,5,44.6
4079,Understock.com,"Wild Grass Solar Garden Lights. 3 Sprigs of Green Grass, 1.2 foot Tall",PL&G/WIL-78488,Sales,5004,2020-01-06,04/30/20,USD,20.3,13,263.9
4080,iBay.com,Mckenzie 20950 Tuff Block Low Poundage Archery Target,S&O/MCK-46543,Sales,5004,2020-01-06,Thu Jun  4 00:00:00 2020,USD,18.01,2,36.02
4081,Bullseye,Mule Team Borax and Arm & Hammer Super Washing Soda Variety Pack,H&K/MUL-77803,Sales,5004,2020-01-06,2020/03/21,USD,9.22,6,55.32000000000001
4264,Shoppe.com,,I&S/MIC-36985,Sales,5004,2020-01-06,10/09/19,USD,18.78,16,300.48
4265,Understock.com,,MI/AME-28926,Sales,5004,2020-01-06,01/08/20,USD,17.71,5,88.55000000000001
4266,Understock.com,Z-Curve Bow Ammo - Arrow Refill Pack,T&G/Z-C-81732,Sales,5004,2020-01-06,12-17-19,USD,23.65,2,47.3
4267,iBay.com,,MI/ERN-07154,Sales,5004,2020-01-06,04/09/20,USD,7.63,1,7.63
4268,Shoppe.com,HumanX Kettlebell Arm Guards,S&O/HUM-40805,Sales,5004,2020-01-06,Sun Nov 10 00:00:00 2019,USD,23.84,22,524.48
4269,iBay.com,microtivity IL602 5mm RGB Fast-Blinking LED w/ Resistors (Pack of 30),I&S/MIC-36985,Sales,5004,2020-01-06,02/19/20,USD,18.84,27,508.68
4083,iBay.com,Yellow Rat Snake - Lifelike Rubber Replica 48 Inches,T&G/YEL-12128,Sales,5004,2020-01-06,3-06-20,USD,4.89,4,19.56
4084,Shoppe.com,,H&K/IDE-64614,Sales,5004,2020-01-06,2019/10/16,USD,4.36,22,95.92
4272,Shoppe.com,"BlenderBottle SportMixer, Blue/White, 28 Ounce",K&D/BLE-61363,Sales,5004,2020-01-06,October 15 2019,USD,34.69,3,104.07
4273,Understock.com,Browning Trail Camera - Strike Force,S&O/BRO-09832,Sales,5004,2020-01-06,Tue Jan 28 00:00:00 2020,USD,11.54,2,23.08
4274,Bullseye,,MI/PLA-01229,Sales,5004,2020-01-06,10/08/19,USD,30.55,1,30.55
4275,Walcart,It Could Happen To You,M&T/IT-98362,Sales,5004,2020-01-06,March 30 2020,USD,24.93,1,24.93
4085,Shoppe.com,Tyler Perry's Madea's Family Reunion: The Play,M&T/TYL-96841,Sales,5004,2020-01-06,November 10 2019,USD,10.63,2,21.26
4086,Shoppe.com,Tyler Perry's Madea's Family Reunion: The Play,M&T/TYL-96841,Sales,5004,2020-01-06,November 10 2019,USD,10.63,2,21.26
4278,Understock.com,"Nature's Bounty Turmeric/Curcumin, 60 Capsules, 450 Mg",H&PC/NAT-74266,Sales,5004,2020-01-06,Fri Nov 15 00:00:00 2019,USD,7.589999999999999,21,159.39
4279,Understock.com,Rock N Roller Carpeted Shelf for R6 Cart,MI/ROC-17558,Sales,5004,2020-01-06,06/14/20,USD,11.27,49,552.23
4280,Understock.com,ROLLS MB15b Promatch and More,MI/ROL-59215,Sales,5004,2020-01-06,10/16/19,USD,23.72,1,23.72
4087,Shoppe.com,,I&S/MIC-36985,Sales,5004,2020-01-06,10/09/19,USD,18.78,16,300.48
4282,Walcart,Saturday Night Live - Best of Jimmy Fallon,M&T/SAT-74943,Sales,5004,2020-01-06,June 02 2020,USD,4.45,4,17.8
4088,Bullseye,Cybrtrayd L029 1 Lolly Chocolate Candy Mold with Exclusive Cybrtrayd Copyrighted Chocolate Molding Instructions,K&D/CYB-41702,Sales,5004,2020-01-06,June 02 2020,USD,9.710000000000003,6,58.26000000000001
4284,Shoppe.com,Norpro 3398 Oven Liner,K&D/NOR-97091,Sales,5004,2020-01-06,January 05 2020,USD,9.41,2,18.82
4090,Shoppe.com,"Meinl Percussion MSB-1 Professional Stick Bag, Black",MI/MEI-50030,Sales,5004,2020-01-06,04/30/20,USD,10.6,8,84.8
4286,Understock.com,Ideaworks Bed Bug Blockade Mattress Cover- King Size Mattress,H&K/IDE-64614,Sales,5004,2020-01-06,2020/02/05,USD,4.430000000000001,26,115.18
4093,Bullseye,Universal Lazy Bed Desktop Car Mount Kit Holder for All Smartphone Iphone Galaxy,CP&A/UNI-65031,Sales,5004,2020-01-06,Sun Jun 21 00:00:00 2020,USD,40.79,1,40.79
4094,Shoppe.com,,H&K/IDE-64614,Sales,5004,2020-01-06,2019/10/16,USD,4.36,22,95.92
4097,iBay.com,Mckenzie 20950 Tuff Block Low Poundage Archery Target,S&O/MCK-46543,Sales,5004,2020-01-06,Thu Jun  4 00:00:00 2020,USD,18.01,2,36.02
4290,Shoppe.com,"Screwdriver Tip, 3/16""",I&S/SCR-04196,Sales,5004,2020-01-06,01/28/20,USD,30.88,1,30.88
4098,Bullseye,Mule Team Borax and Arm & Hammer Super Washing Soda Variety Pack,H&K/MUL-77803,Sales,5004,2020-01-06,2020/03/21,USD,9.22,6,55.32000000000001
4292,iBay.com,Winning Moves Uncle Wiggily Game,T&G/WIN-00538,Sales,5004,2020-01-06,2-01-20,USD,10.21,9,91.89000000000001
4293,Walcart,Ballistic EV0890-M115 Every1 Case for iPhone 4/4S - 1 Pack - Retail Packaging - Dark Charcoal/Raspberry Pink,CP&A/BAL-53851,Sales,5004,2020-01-06,Thu Feb 13 00:00:00 2020,USD,9.48,4,37.92
4103,Shoppe.com,"Linear Multi-Code Receiver, 1-Channel",C&P/LIN-62256,Sales,5004,2020-01-06,6-18-20,USD,29.42,3,88.26
4295,Understock.com,Presto 06006 Kitchen Kettle Multi-Cooker/Steamer,K&D/PRE-64593,Sales,5004,2020-01-06,April 16 2020,USD,16.79,17,285.43
4296,Shoppe.com,Bontempi - Clarinet,T&G/BON-62395,Sales,5004,2020-01-06,1-23-20,USD,16.43,3,49.29
4104,Walcart,5 Second Rule - Just Spit it Out!,T&G/5 S-60632,Sales,5004,2020-01-06,5-10-20,USD,22.33,2,44.66
4107,iBay.com,"Set of 5 New Magic/MTG Planeswalker Deck Boxes (Incl. Jace, Liliana, Garruk, Chandra, and Ajani) by Ultra-PRO",T&G/SET-94506,Sales,5004,2020-01-06,1-01-20,USD,4.38,3,13.14
4299,Understock.com,"Tot Tutors Kids' Table and 4-Chair Set, Plastic",H&K/TOT-10336,Sales,5004,2020-01-06,2020/01/03,USD,8.1,2,16.2
4300,Understock.com,"ALEX® Toys - Early Learning Ready, Set, School -Little Hands 1454",T&G/ALE-67575,Sales,5004,2020-01-06,5-31-20,USD,16.18,3,48.54
4301,Bullseye,,T&G/DOU-35416,Sales,5004,2020-01-06,1-11-20,USD,7.1,1,7.1
4302,Walcart,TC Electronic PolyTune Mini Polyphonic Tuning Pedal,MI/TC-76503,Sales,5004,2020-01-06,05/13/20,USD,16.78,7,117.46
4108,Understock.com,"ASUS compatible 6-Cell 11.1V 5200mAh High Capacity Generic Replacement Laptop Battery for X43TK,X43U,X43EC,X43EE,X44,X44C,X44H,X44HR,X44HY,X44L,X44LY,X44E,X44EI,X53,X53B,X53BR,X53BY,X53TA,X53TK,X53T,X53U,X53Z,X54,X54C,X54H",E/ASU-81410,Sales,5004,2020-01-06,2020/06/05,USD,6.31,1,6.31
4109,Walcart,,H&K/ACC-55620,Sales,5004,2020-01-06,2020/05/14,USD,3.05,1,3.05
4110,Shoppe.com,Bontempi - Clarinet,T&G/BON-62395,Sales,5004,2020-01-06,1-23-20,USD,16.43,3,49.29
4306,Understock.com,"3M Particulate Respirator 8211, N95 (Pack of 10)",I&S/3M-38033,Sales,5004,2020-01-06,10/24/19,USD,15.52,4,62.08
4307,Bullseye,LEGO Juniors 10666 Digger,T&G/LEG-84547,Sales,5004,2020-01-06,2-07-20,USD,3.94,3,11.82
4308,Bullseye,Catan Histories: Settlers of America Trails to Rails,T&G/CAT-33202,Sales,5004,2020-01-06,3-18-20,USD,3.39,3,10.17
4112,Bullseye,Howl's Moving Castle,M&T/HOW-50723,Sales,5004,2020-01-06,April 06 2020,USD,10.7,6,64.19999999999999
4310,Understock.com,Vic Firth Corpsmaster Snare -- 16 1/4 StaPac,MI/VIC-83488,Sales,5004,2020-01-06,05/21/20,USD,15.18,21,318.78
4311,iBay.com,Yamaha YAC 1662P Wooden Flute Cleaning Rod,MI/YAM-47721,Sales,5004,2020-01-06,01/08/20,USD,16.39,2,32.78
4116,Bullseye,,E/TOP-33326,Sales,5004,2020-01-06,2020/06/21,USD,11.73,6,70.38
4119,iBay.com,TOPCHANCES 360 Degree Rotating Stand PU Leather Case (Blue Emblossed Flower) Super Slim Smart Cover Case for the 2013 Kindle Fire HDX 7 with Auto Sleep/Wake Function Built in Stand.,E/TOP-33326,Sales,5004,2020-01-06,2020/02/01,USD,12.37,4,49.48
4121,Understock.com,"Fisher-Price Nickelodeon Bubble Guppies Gil, Mr. Grouper, Lobster Bath Squirters",T&G/FIS-37494,Sales,5004,2020-01-06,12-09-19,USD,11.68,4,46.72
4122,iBay.com,,H&K/ACC-55620,Sales,5004,2020-01-06,2020/02/06,USD,3.02,6,18.12
4124,iBay.com,ZuGadgets Magenta Leather Flip Wallet Case Holder Cover Pouch with Credit & ID Card Slot for Samsung Galaxy S III S3 i9300 / SC-06D + Free Screen Protector (7484-5),CP&A/ZUG-03187,Sales,5004,2020-01-06,Wed Apr  8 00:00:00 2020,USD,9.369999999999997,5,46.84999999999999
4317,Bullseye,C.K.L.S. (Colon/Kidney/Liver/Spleen Cleanser) Herbal Formula,H&PC/C.K-06016,Sales,5004,2020-01-06,Wed Jul  1 00:00:00 2020,USD,22.96,1,22.96
4125,Understock.com,BeerSmith 2 Home Brewing Software (CD),I&S/BEE-54758,Sales,5004,2020-01-06,12/16/19,USD,2.44,10,24.4
4319,Walcart,ALEX® Toys -Bathtime Fun Magnetic Boats In The Tub (3) 823W,T&G/ALE-90762,Sales,5004,2020-01-06,3-28-20,USD,32.0,15,480.0
4320,iBay.com,,I&S/WIH-11571,Sales,5004,2020-01-06,11/09/19,USD,2.18,6,13.08
4321,Walcart,"Winsome Wood 5-Piece TV Table Set, Natural",H&K/WIN-64657,Sales,5004,2020-01-06,2020/04/24,USD,12.23,1,12.23
4322,iBay.com,My Neighbor Totoro Plush Shoulder Messenger Hand Bag Purse,T&G/MY-60452,Sales,5004,2020-01-06,12-07-19,USD,2.7,10,27.0
4126,Walcart,Synonyms- The Word Game That Gets Your Mind Racing!,T&G/SYN-98025,Sales,5004,2020-01-06,11-08-19,USD,3.09,9,27.81
4324,Understock.com,Clip Belt Stand Holster Case Cover for Blackberry Z10-black,CP&A/CLI-46880,Sales,5004,2020-01-06,Wed Jan 15 00:00:00 2020,USD,5.98,6,35.88
4325,Understock.com,"iPhone 5S Case, Spigen Saturn Case for iPhone 5S/5 - Retail Packaging - Metal Slate (SGP10142)",CP&A/IPH-29326,Sales,5004,2020-01-06,Tue Apr 14 00:00:00 2020,USD,12.76,11,140.36
4129,Understock.com,Yu-Gi-Oh! - Black Luster Soldier - Envoy of the Beginning (CT10-EN005) - 2013 Collectors Tins - Limited Edition - Super Rare,T&G/YU--67789,Sales,5004,2020-01-06,12-29-19,USD,1.97,31,61.07
4130,Walcart,Saturday Night Live - Best of Jimmy Fallon,M&T/SAT-74943,Sales,5004,2020-01-06,June 02 2020,USD,4.45,4,17.8
4328,iBay.com,"Musiclily 435x290mm Uncut ABS 3Ply Blank Pickguard Sheet for Guitar Bass, Black",MI/MUS-46070,Sales,5004,2020-01-06,01/09/20,USD,2.52,6,15.12
4329,Bullseye,"Neosporin + Pain Relief , Maximum Strength, 1 Ounce",H&PC/NEO-30222,Sales,5004,2020-01-06,Wed Mar 18 00:00:00 2020,USD,4.44,9,39.96
4330,Bullseye,,K&D/COR-57116,Sales,5004,2020-01-06,June 17 2020,USD,12.29,11,135.19
4131,Walcart,Otamatone from Maywa Denki (Black),T&G/OTA-29501,Sales,5004,2020-01-06,10-29-19,USD,21.43,2,42.86
4132,iBay.com,Yamaha YAC 1662P Wooden Flute Cleaning Rod,MI/YAM-47721,Sales,5004,2020-01-06,01/08/20,USD,16.39,2,32.78
4134,Shoppe.com,"Pyrex Prepware 1-Cup Measuring Cup, Clear with Red Measurements",K&D/PYR-17880,Sales,5004,2020-01-06,May 15 2020,USD,22.46,22,494.12
4334,Shoppe.com,"Joyce Chen 51-0662, Saladacco Spiral Slicer, White",K&D/JOY-78099,Sales,5004,2020-01-06,March 26 2020,USD,14.19,2,28.38
4140,iBay.com,Yellow Rat Snake - Lifelike Rubber Replica 48 Inches,T&G/YEL-12128,Sales,5004,2020-01-06,3-06-20,USD,4.89,4,19.56
4336,Walcart,"Motorola Droid Razr EB20 Battery with Flex Cable OEM SNN5899, Genuine Motorola XT910 XT912 Verizon Droid Razr Replacement Internal Battery with Flexible Ribbon Cable 3.8V Lithium Ion Polymer 1780 mAh (Installation Adhesive Sold Separately)",CP&A/MOT-81357,Sales,5004,2020-01-06,Thu Nov 28 00:00:00 2019,USD,5.52,1,5.52
4337,Shoppe.com,AC Adapter/battery charger for GateWay Liteon laptop 19V 3.42A PA-1650-01,E/AC-44106,Sales,5004,2020-01-06,2019/12/28,USD,14.85,132,1960.2
4141,Bullseye,Canon PowerShot SX50 HS 12MP Digital Camera with 2.8-Inch LCD (Black),C&P/CAN-50721,Sales,5004,2020-01-06,4-11-20,USD,6.510000000000001,3,19.53
4339,Walcart,Apex Apex 7-day Mediplanner Pill Organizer,H&PC/APE-35537,Sales,5004,2020-01-06,Sat May 16 00:00:00 2020,USD,20.43,3,61.29
4340,Shoppe.com,,T&G/MEL-55075,Sales,5004,2020-01-06,6-07-20,USD,7.16,3,21.48
4148,Shoppe.com,"Cuisinart DLC-10S Pro Classic 7-Cup Food Processor, White",K&D/CUI-92797,Sales,5004,2020-01-06,July 02 2020,USD,14.32,1,14.32
4342,Bullseye,Samsung I8262 Galaxy Core Duos Dual Sim Unlocked Smartphone,CP&A/SAM-67760,Sales,5004,2020-01-06,Mon Dec  9 00:00:00 2019,USD,10.98,3,32.94
4152,Walcart,"Tongue Depressors, Non-Sterile, Adult, 6 x 0.6875, 500/BX",I&S/TON-65650,Sales,5004,2020-01-06,02/15/20,USD,13.06,29,378.74
4344,Walcart,"uNu Power DX PLUS External Protective Battery Case for iPhone 4S and 4 2400mAh - MFI Apple Certified (Matte Black/Sliver, Fits All Models iPhone 4S/4)",CP&A/UNU-05741,Sales,5004,2020-01-06,Fri May 22 00:00:00 2020,USD,48.77,1,48.77
4153,Understock.com,Sodastream Spare 60-liter Co2 Carbonators in Retail Box Twin Pack-Fully Charged,K&D/SOD-13305,Sales,5004,2020-01-06,January 13 2020,USD,22.75,4,91.0
4156,Walcart,"Tongue Depressors, Non-Sterile, Adult, 6 x 0.6875, 500/BX",I&S/TON-65650,Sales,5004,2020-01-06,02/15/20,USD,13.06,29,378.74
4347,Understock.com,"Blackberry Q10 White 16GB Factory Unlocked, International Version - 4G / LTE 3, 7, 8, 20 (1800 / 2600 / 900 / 800 MHz)",CP&A/BLA-26278,Sales,5004,2020-01-06,Sat Nov 23 00:00:00 2019,USD,1.79,1,1.79
4160,Shoppe.com,Daron Wiper Glasses with Purple Lights,T&G/DAR-99573,Sales,5004,2020-01-06,10-30-19,USD,8.41,1,8.41
4349,Walcart,,T&G/TOY-12898,Sales,5004,2020-01-06,11-24-19,USD,19.61,1,19.61
4161,Shoppe.com,Child Construction Hats - 12 Pack - Yellow,T&G/CHI-38293,Sales,5004,2020-01-06,4-01-20,USD,19.55,35,684.25
4351,Walcart,Melissa & Doug Alphabet / Numbers Placemat Bundle,T&G/MEL-61542,Sales,5004,2020-01-06,10-25-19,USD,19.72,10,197.2
4164,Shoppe.com,Fire Hydrant Garden Hose Sprinkler Splash Sprays 8 Ft,S&O/FIR-59656,Sales,5004,2020-01-06,Tue Dec 17 00:00:00 2019,USD,11.99,41,491.59
4353,Walcart,Rubik's 2 x 2 Cube,T&G/RUB-21636,Sales,5004,2020-01-06,4-16-20,USD,20.81,1,20.81
4354,Understock.com,"Brita Atlantis Water Filter Pitcher, White, 6 Cup",K&D/BRI-28354,Sales,5004,2020-01-06,November 28 2019,USD,4.64,12,55.67999999999999
4355,Understock.com,Planet Waves Gel Guitar Strap Shoulder Pad,MI/PLA-35527,Sales,5004,2020-01-06,01/27/20,USD,50.15,5,250.75
4168,Understock.com,Vic Firth Corpsmaster Snare -- 16 1/4 StaPac,MI/VIC-83488,Sales,5004,2020-01-06,05/21/20,USD,15.18,21,318.78
4169,Walcart,American Dj Uv Panel High Output Blacklight Wash Light,MI/AME-08919,Sales,5004,2020-01-06,11/12/19,USD,4.05,3,12.15
4170,Bullseye,Howl's Moving Castle,M&T/HOW-50723,Sales,5004,2020-01-06,April 06 2020,USD,10.7,6,64.19999999999999
4359,iBay.com,"Rugged Blue RB3 Embossed Leather Steel Toe Non-Waterproof Mens Work Boot, Size 11M, Black",I&S/RUG-26282,Sales,5004,2020-01-06,02/03/20,USD,3.66,36,131.76
4360,Walcart,,H&PC/NIV-62338,Sales,5004,2020-01-06,Wed Jan 15 00:00:00 2020,USD,7.849999999999999,9,70.64999999999999
4171,Understock.com,"ML Kishigo 1513 Ultra-Cool Polyester Black Series Heavy Duty Vest, 2X-Large, Lime",I&S/ML-35214,Sales,5004,2020-01-06,11/12/19,USD,3.91,1,3.91
4362,iBay.com,TYR Racetech Performance Goggle,S&O/TYR-06088,Sales,5004,2020-01-06,Thu Feb  6 00:00:00 2020,USD,29.86,34,1015.24
4363,Understock.com,,MI/MOD-94678,Sales,5004,2020-01-06,11/05/19,USD,9.54,38,362.52
4179,Walcart,Winfun Sing N Jam Platform,T&G/WIN-95692,Sales,5004,2020-01-06,2-08-20,USD,10.84,2,21.68
4181,iBay.com,"Planet Waves Custom Series Microphone Cable, XLR Male to 1/4 Inch, 10 feet",MI/PLA-64936,Sales,5004,2020-01-06,05/23/20,USD,4.03,7,28.21
4366,Bullseye,"Surefire G2ZX Combatlight Single Output LED Flashlight, Black",S&O/SUR-97457,Sales,5004,2020-01-06,Tue Dec  3 00:00:00 2019,USD,31.96,2,63.92
4183,Understock.com,ROLLS MB15b Promatch and More,MI/ROL-59215,Sales,5004,2020-01-06,10/16/19,USD,23.72,1,23.72
4368,Shoppe.com,Vic Firth American Classic® 5AN -- nylon tip,MI/VIC-87254,Sales,5004,2020-01-06,11/19/19,USD,4.2,7,29.4
4184,Shoppe.com,"BlenderBottle SportMixer, Blue/White, 28 Ounce",K&D/BLE-61363,Sales,5004,2020-01-06,October 15 2019,USD,34.69,3,104.07
4187,Understock.com,"Blackberry Q10 White 16GB Factory Unlocked, International Version - 4G / LTE 3, 7, 8, 20 (1800 / 2600 / 900 / 800 MHz)",CP&A/BLA-26278,Sales,5004,2020-01-06,Sat Nov 23 00:00:00 2019,USD,1.79,1,1.79
4371,Understock.com,"Philips Sonicare HX8012/64 Airfloss Replacement Nozzles, 2-pack",H&PC/PHI-40360,Sales,5004,2020-01-06,Mon Nov 18 00:00:00 2019,USD,16.32,34,554.88
