REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2021/04/10 02:00:00,6638.68,53.49,TRADE
NSW1,2021/04/10 02:30:00,6375.23,42.22,TRADE
NSW1,2021/04/10 03:00:00,6151.6,37.16,TRADE
NSW1,2021/04/10 03:30:00,6042.12,36.26,TRADE
NSW1,2021/04/10 04:00:00,5982.62,36.03,TRADE
NSW1,2021/04/10 04:30:00,5966.62,34.66,TRADE
NSW1,2021/04/10 05:00:00,5873.08,35.84,TRADE
NSW1,2021/04/10 05:30:00,6003.9,36.46,TRADE
NSW1,2021/04/10 06:00:00,6072.65,36.93,TRADE
NSW1,2021/04/10 06:30:00,6308.09,37.59,TRADE
NSW1,2021/04/10 07:00:00,6453.86,34.03,TRADE
NSW1,2021/04/10 07:30:00,6665.12,32.90,TRADE
NSW1,2021/04/10 08:00:00,6854.26,32.91,TRADE
NSW1,2021/04/10 08:30:00,6935.41,31.43,TRADE
NSW1,2021/04/10 09:00:00,6855.6,30.95,TRADE
NSW1,2021/04/10 09:30:00,6679.84,23.53,TRADE
NSW1,2021/04/10 10:00:00,6238.17,-14.47,TRADE
NSW1,2021/04/10 10:30:00,6016.69,-5.77,TRADE
NSW1,2021/04/10 11:00:00,5802.75,-2.08,TRADE
NSW1,2021/04/10 11:30:00,5674.18,-3.40,TRADE
NSW1,2021/04/10 12:00:00,5620.02,-21.99,TRADE
NSW1,2021/04/10 12:30:00,5663.5,0.12,TRADE
NSW1,2021/04/10 13:00:00,5619.79,-0.91,TRADE
NSW1,2021/04/10 13:30:00,5663.92,1.63,TRADE
NSW1,2021/04/10 14:00:00,5753.73,12.71,TRADE
NSW1,2021/04/10 14:30:00,5878.86,16.32,TRADE
NSW1,2021/04/10 15:00:00,6100.05,28.81,TRADE
NSW1,2021/04/10 15:30:00,6321.4,16.70,TRADE
NSW1,2021/04/10 16:00:00,6727.01,31.54,TRADE
NSW1,2021/04/10 16:30:00,7012.65,35.08,TRADE
NSW1,2021/04/10 17:00:00,7348.12,39.95,TRADE
NSW1,2021/04/10 17:30:00,7598.35,52.91,TRADE
NSW1,2021/04/10 18:00:00,7846.31,56.24,TRADE
NSW1,2021/04/10 18:30:00,8039.78,50.40,TRADE
NSW1,2021/04/10 19:00:00,7913.59,37.77,TRADE
NSW1,2021/04/10 19:30:00,7650.93,33.74,TRADE
NSW1,2021/04/10 20:00:00,7498.74,42.41,TRADE
NSW1,2021/04/10 20:30:00,7348.58,35.22,TRADE
NSW1,2021/04/10 21:00:00,7202.34,34,TRADE
NSW1,2021/04/10 21:30:00,7128.26,34.66,TRADE
NSW1,2021/04/10 22:00:00,7011.64,33.86,TRADE
NSW1,2021/04/10 22:30:00,6998.84,36.95,TRADE
NSW1,2021/04/10 23:00:00,6930.12,34.68,TRADE
NSW1,2021/04/10 23:30:00,6889.67,35.12,TRADE
NSW1,2021/04/11 00:00:00,6768.92,34.73,TRADE
NSW1,2021/04/11 00:30:00,6584.19,34.52,TRADE
NSW1,2021/04/11 01:00:00,6486.25,38.02,TRADE
NSW1,2021/04/11 01:30:00,6293.51,35.52,TRADE
NSW1,2021/04/11 02:00:00,6080.79,34.84,TRADE
NSW1,2021/04/11 02:30:00,5859.21,33.13,TRADE
NSW1,2021/04/11 03:00:00,5705.5,32.80,TRADE
NSW1,2021/04/11 03:30:00,5637.46,32.82,TRADE
NSW1,2021/04/11 04:00:00,5573.5,32.89,TRADE
NSW1,2021/04/11 04:30:00,5564.17,29.67,TRADE
NSW1,2021/04/11 05:00:00,5571.05,32.49,TRADE
NSW1,2021/04/11 05:30:00,5650.93,32.80,TRADE
NSW1,2021/04/11 06:00:00,5781.88,32.15,TRADE
NSW1,2021/04/11 06:30:00,5999.1,28.51,TRADE
NSW1,2021/04/11 07:00:00,6062.27,29.72,TRADE
NSW1,2021/04/11 07:30:00,6029.45,8.67,TRADE
NSW1,2021/04/11 08:00:00,6027.67,3.58,TRADE
NSW1,2021/04/11 08:30:00,6067.25,17.88,TRADE
NSW1,2021/04/11 09:00:00,5962.35,11.73,TRADE
NSW1,2021/04/11 09:30:00,5856.29,11.18,TRADE
NSW1,2021/04/11 10:00:00,5763.46,5.08,TRADE
NSW1,2021/04/11 10:30:00,5629.17,-4,TRADE
NSW1,2021/04/11 11:00:00,5467.02,-7.30,TRADE
NSW1,2021/04/11 11:30:00,5236.04,-41.25,TRADE
NSW1,2021/04/11 12:00:00,5193.15,-41.99,TRADE
NSW1,2021/04/11 12:30:00,5316.57,-29.49,TRADE
NSW1,2021/04/11 13:00:00,5209.56,-30.54,TRADE
NSW1,2021/04/11 13:30:00,5170.46,-29.60,TRADE
NSW1,2021/04/11 14:00:00,5252.31,-23.52,TRADE
NSW1,2021/04/11 14:30:00,5390.2,-15.81,TRADE
NSW1,2021/04/11 15:00:00,5613.59,9.07,TRADE
NSW1,2021/04/11 15:30:00,5889.73,-11.50,TRADE
NSW1,2021/04/11 16:00:00,6276.64,3.81,TRADE
NSW1,2021/04/11 16:30:00,6739.48,21.25,TRADE
NSW1,2021/04/11 17:00:00,7202.24,28.90,TRADE
NSW1,2021/04/11 17:30:00,7684.29,45.90,TRADE
NSW1,2021/04/11 18:00:00,8155.47,61.47,TRADE
NSW1,2021/04/11 18:30:00,8423.88,64.39,TRADE
NSW1,2021/04/11 19:00:00,8390.41,57.04,TRADE
NSW1,2021/04/11 19:30:00,8165.92,40.94,TRADE
NSW1,2021/04/11 20:00:00,7947.23,48.96,TRADE
NSW1,2021/04/11 20:30:00,7810.2,49.38,TRADE
NSW1,2021/04/11 21:00:00,7669.99,41.63,TRADE
NSW1,2021/04/11 21:30:00,7551.47,44.06,TRADE
NSW1,2021/04/11 22:00:00,7392.58,40.19,TRADE
NSW1,2021/04/11 22:30:00,7269.52,35.66,TRADE
NSW1,2021/04/11 23:00:00,7148.76,34.64,TRADE
NSW1,2021/04/11 23:30:00,6998.19,33.01,TRADE
NSW1,2021/04/12 00:00:00,6899,33.42,TRADE
NSW1,2021/04/12 00:30:00,6775.82,35.06,TRADE
NSW1,2021/04/12 01:00:00,6676.09,35.07,TRADE
NSW1,2021/04/12 01:30:00,6476.43,34.25,TRADE
NSW1,2021/04/12 02:00:00,6340.29,34.10,TRADE
NSW1,2021/04/12 02:30:00,6130.89,33.33,TRADE
NSW1,2021/04/12 03:00:00,5977.52,32.97,TRADE
NSW1,2021/04/12 03:30:00,5944.52,32.42,TRADE
NSW1,2021/04/12 04:00:00,5941.95,34.43,TRADE
NSW1,2021/04/12 04:30:00,5998.07,35.05,TRADE
NSW1,2021/04/12 05:00:00,6127.76,32.70,TRADE
NSW1,2021/04/12 05:30:00,6444.44,33.02,TRADE
NSW1,2021/04/12 06:00:00,6759.37,34.84,TRADE
NSW1,2021/04/12 06:30:00,7286.39,41.61,TRADE
NSW1,2021/04/12 07:00:00,7653.92,49.77,TRADE
NSW1,2021/04/12 07:30:00,7730.9,34.72,TRADE
NSW1,2021/04/12 08:00:00,7725.6,38.61,TRADE
NSW1,2021/04/12 08:30:00,7534.75,33.76,TRADE
NSW1,2021/04/12 09:00:00,7253.5,33.40,TRADE
NSW1,2021/04/12 09:30:00,6997.88,34.49,TRADE
NSW1,2021/04/12 10:00:00,6789.61,34.23,TRADE
NSW1,2021/04/12 10:30:00,6573.15,32.34,TRADE
NSW1,2021/04/12 11:00:00,6371.19,28.48,TRADE
NSW1,2021/04/12 11:30:00,6142.2,31.19,TRADE
NSW1,2021/04/12 12:00:00,6113.12,33.08,TRADE
NSW1,2021/04/12 12:30:00,6069.21,37.47,TRADE
NSW1,2021/04/12 13:00:00,6091.1,32.76,TRADE
NSW1,2021/04/12 13:30:00,6161.68,34.34,TRADE
NSW1,2021/04/12 14:00:00,6253.55,35.10,TRADE
NSW1,2021/04/12 14:30:00,6357.41,34.26,TRADE
NSW1,2021/04/12 15:00:00,6600.59,36.38,TRADE
NSW1,2021/04/12 15:30:00,6793.46,35.36,TRADE
NSW1,2021/04/12 16:00:00,7167.7,41.40,TRADE
NSW1,2021/04/12 16:30:00,7545.78,77.72,TRADE
NSW1,2021/04/12 17:00:00,8039.11,62.29,TRADE
NSW1,2021/04/12 17:30:00,8488.12,78.24,TRADE
NSW1,2021/04/12 18:00:00,8941.16,207.66,TRADE
NSW1,2021/04/12 18:30:00,9249.82,176.18,TRADE
NSW1,2021/04/12 19:00:00,9204.29,135.43,TRADE
NSW1,2021/04/12 19:30:00,8954.01,70.35,TRADE
NSW1,2021/04/12 20:00:00,8707.31,63.07,TRADE
NSW1,2021/04/12 20:30:00,8573.4,61.47,TRADE
NSW1,2021/04/12 21:00:00,8317.23,57.47,TRADE
NSW1,2021/04/12 21:30:00,8125.5,57.19,TRADE
NSW1,2021/04/12 22:00:00,7941.33,51.62,TRADE
NSW1,2021/04/12 22:30:00,7897.5,66.43,TRADE
NSW1,2021/04/12 23:00:00,7767.14,62.43,TRADE
NSW1,2021/04/12 23:30:00,7674.11,60.26,TRADE
NSW1,2021/04/13 00:00:00,7595.19,54.01,TRADE
NSW1,2021/04/13 00:30:00,7460.26,75.01,TRADE
NSW1,2021/04/13 01:00:00,7369.71,59.41,TRADE
NSW1,2021/04/13 01:30:00,7146.92,58.35,TRADE
NSW1,2021/04/13 02:00:00,6929.67,48.78,TRADE
NSW1,2021/04/13 02:30:00,6686.31,48.48,TRADE
NSW1,2021/04/13 03:00:00,6441.34,38.75,TRADE
NSW1,2021/04/13 03:30:00,6289.34,35.83,TRADE
NSW1,2021/04/13 04:00:00,6271.78,38.32,TRADE
NSW1,2021/04/13 04:30:00,6298.25,40.63,TRADE
NSW1,2021/04/13 05:00:00,6411.06,42.10,TRADE
NSW1,2021/04/13 05:30:00,6727.86,50.17,TRADE
NSW1,2021/04/13 06:00:00,6995.36,41.99,TRADE
NSW1,2021/04/13 06:30:00,7528.19,52.76,TRADE
NSW1,2021/04/13 07:00:00,7928.96,61.12,TRADE
NSW1,2021/04/13 07:30:00,7997.86,36.59,TRADE
NSW1,2021/04/13 08:00:00,7836.8,31.60,TRADE
NSW1,2021/04/13 08:30:00,7645.56,39.89,TRADE
NSW1,2021/04/13 09:00:00,7288.28,32.13,TRADE
NSW1,2021/04/13 09:30:00,7010.85,32.61,TRADE
NSW1,2021/04/13 10:00:00,6704.5,30.07,TRADE
NSW1,2021/04/13 10:30:00,6534.99,34.43,TRADE
NSW1,2021/04/13 11:00:00,6357.86,21.31,TRADE
NSW1,2021/04/13 11:30:00,6253.91,46.69,TRADE
NSW1,2021/04/13 12:00:00,6045.06,34.13,TRADE
NSW1,2021/04/13 12:30:00,6061.66,25.68,TRADE
NSW1,2021/04/13 13:00:00,6123.88,25.28,TRADE
NSW1,2021/04/13 13:30:00,6151.22,23.74,TRADE
NSW1,2021/04/13 14:00:00,6219.15,27.39,TRADE
NSW1,2021/04/13 14:30:00,6395.83,34.53,TRADE
NSW1,2021/04/13 15:00:00,6583.99,29.83,TRADE
NSW1,2021/04/13 15:30:00,6870.7,33.84,TRADE
NSW1,2021/04/13 16:00:00,7204.82,40.63,TRADE
NSW1,2021/04/13 16:30:00,7572.6,47.16,TRADE
NSW1,2021/04/13 17:00:00,7977.61,61.95,TRADE
NSW1,2021/04/13 17:30:00,8347.83,66.77,TRADE
NSW1,2021/04/13 18:00:00,8817.91,243.38,TRADE
NSW1,2021/04/13 18:30:00,9039.69,79.56,TRADE
NSW1,2021/04/13 19:00:00,8936.03,51.80,TRADE
NSW1,2021/04/13 19:30:00,8703.44,49.88,TRADE
NSW1,2021/04/13 20:00:00,8445.08,39.04,TRADE
NSW1,2021/04/13 20:30:00,8251.67,35.16,TRADE
NSW1,2021/04/13 21:00:00,8107.78,34.28,TRADE
NSW1,2021/04/13 21:30:00,7930.14,35.48,TRADE
NSW1,2021/04/13 22:00:00,7761.15,33.43,TRADE
NSW1,2021/04/13 22:30:00,7712.42,37.64,TRADE
NSW1,2021/04/13 23:00:00,7550.63,35.37,TRADE
NSW1,2021/04/13 23:30:00,7451.7,35.51,TRADE
NSW1,2021/04/14 00:00:00,7335.4,34.79,TRADE
NSW1,2021/04/14 00:30:00,7179.04,36.55,TRADE
NSW1,2021/04/14 01:00:00,7073.94,33.01,TRADE
NSW1,2021/04/14 01:30:00,6816.95,33.16,TRADE
NSW1,2021/04/14 02:00:00,6596.38,33.63,TRADE
NSW1,2021/04/14 02:30:00,6349.44,31.68,TRADE
NSW1,2021/04/14 03:00:00,6159.77,23.90,TRADE
NSW1,2021/04/14 03:30:00,6032.09,23.03,TRADE
NSW1,2021/04/14 04:00:00,5978.85,27.11,TRADE
NSW1,2021/04/14 04:30:00,5985.27,27.39,TRADE
NSW1,2021/04/14 05:00:00,6092.17,31.97,TRADE
NSW1,2021/04/14 05:30:00,6397.65,33.71,TRADE
NSW1,2021/04/14 06:00:00,6662.38,30.97,TRADE
NSW1,2021/04/14 06:30:00,7125.66,36.80,TRADE
NSW1,2021/04/14 07:00:00,7490.13,46.15,TRADE
NSW1,2021/04/14 07:30:00,7549.27,33.43,TRADE
NSW1,2021/04/14 08:00:00,7516.36,31.53,TRADE
NSW1,2021/04/14 08:30:00,7423.23,33.01,TRADE
NSW1,2021/04/14 09:00:00,7226.93,32.69,TRADE
NSW1,2021/04/14 09:30:00,6999.31,32.94,TRADE
NSW1,2021/04/14 10:00:00,6761.73,30.74,TRADE
NSW1,2021/04/14 10:30:00,6670.41,28.69,TRADE
NSW1,2021/04/14 11:00:00,6662.74,29.85,TRADE
NSW1,2021/04/14 11:30:00,6508.04,31.48,TRADE
NSW1,2021/04/14 12:00:00,6514.06,4.49,TRADE
NSW1,2021/04/14 12:30:00,6535.34,29.78,TRADE
NSW1,2021/04/14 13:00:00,6647.78,36.63,TRADE
NSW1,2021/04/14 13:30:00,6611.07,16.26,TRADE
NSW1,2021/04/14 14:00:00,6624.34,32.47,TRADE
NSW1,2021/04/14 14:30:00,6794.21,31.72,TRADE
NSW1,2021/04/14 15:00:00,7043.84,41.66,TRADE
NSW1,2021/04/14 15:30:00,7159.51,25.42,TRADE
NSW1,2021/04/14 16:00:00,7425.28,38.20,TRADE
NSW1,2021/04/14 16:30:00,7747.51,39.62,TRADE
NSW1,2021/04/14 17:00:00,8042.44,42.77,TRADE
NSW1,2021/04/14 17:30:00,8395.57,58.08,TRADE
NSW1,2021/04/14 18:00:00,8748.07,79.15,TRADE
NSW1,2021/04/14 18:30:00,8906.39,147.58,TRADE
NSW1,2021/04/14 19:00:00,8784.27,75.05,TRADE
NSW1,2021/04/14 19:30:00,8502.65,52.57,TRADE
NSW1,2021/04/14 20:00:00,8264.21,57.95,TRADE
NSW1,2021/04/14 20:30:00,8046.93,58.98,TRADE
NSW1,2021/04/14 21:00:00,7891.8,59.20,TRADE
NSW1,2021/04/14 21:30:00,7732.78,47.90,TRADE
NSW1,2021/04/14 22:00:00,7567.3,42.80,TRADE
NSW1,2021/04/14 22:30:00,7577.44,49.41,TRADE
NSW1,2021/04/14 23:00:00,7380.63,38.92,TRADE
NSW1,2021/04/14 23:30:00,7325.31,44.49,TRADE
NSW1,2021/04/15 00:00:00,7269,38.39,TRADE
NSW1,2021/04/15 00:30:00,7160.45,36.14,TRADE
NSW1,2021/04/15 01:00:00,7060.92,40.33,TRADE
NSW1,2021/04/15 01:30:00,6866,37.22,TRADE
NSW1,2021/04/15 02:00:00,6684.9,42.26,TRADE
NSW1,2021/04/15 02:30:00,6371.28,38.01,TRADE
NSW1,2021/04/15 03:00:00,6208.8,37.66,TRADE
NSW1,2021/04/15 03:30:00,6131.16,38.02,TRADE
NSW1,2021/04/15 04:00:00,6052.19,38,TRADE
NSW1,2021/04/15 04:30:00,6106.16,35.56,TRADE
NSW1,2021/04/15 05:00:00,6208.15,35.15,TRADE
NSW1,2021/04/15 05:30:00,6443.44,34.39,TRADE
NSW1,2021/04/15 06:00:00,6724.31,35.34,TRADE
NSW1,2021/04/15 06:30:00,7181.4,46.05,TRADE
NSW1,2021/04/15 07:00:00,7402.57,55.26,TRADE
NSW1,2021/04/15 07:30:00,7408.2,41.38,TRADE
NSW1,2021/04/15 08:00:00,7392.73,36.36,TRADE
NSW1,2021/04/15 08:30:00,7253.73,33.02,TRADE
NSW1,2021/04/15 09:00:00,7084.65,33.02,TRADE
NSW1,2021/04/15 09:30:00,6893.16,32.30,TRADE
NSW1,2021/04/15 10:00:00,6762.02,31.44,TRADE
NSW1,2021/04/15 10:30:00,6575.5,18.03,TRADE
NSW1,2021/04/15 11:00:00,6455.07,31.29,TRADE
NSW1,2021/04/15 11:30:00,6293.6,27.48,TRADE
NSW1,2021/04/15 12:00:00,6224.76,31.83,TRADE
NSW1,2021/04/15 12:30:00,6251.46,25.49,TRADE
NSW1,2021/04/15 13:00:00,6295.26,30.59,TRADE
NSW1,2021/04/15 13:30:00,6409.3,34.88,TRADE
NSW1,2021/04/15 14:00:00,6522.48,34.74,TRADE
NSW1,2021/04/15 14:30:00,6716.33,38.10,TRADE
NSW1,2021/04/15 15:00:00,6991.27,38.29,TRADE
NSW1,2021/04/15 15:30:00,7254.36,33.25,TRADE
NSW1,2021/04/15 16:00:00,7547.76,34.13,TRADE
NSW1,2021/04/15 16:30:00,7841.49,36.66,TRADE
NSW1,2021/04/15 17:00:00,8160.87,44.30,TRADE
NSW1,2021/04/15 17:30:00,8449.52,66.75,TRADE
NSW1,2021/04/15 18:00:00,8773.77,108.03,TRADE
NSW1,2021/04/15 18:30:00,8926.08,129.56,TRADE
NSW1,2021/04/15 19:00:00,8833.81,65.12,TRADE
NSW1,2021/04/15 19:30:00,8526.45,51.20,TRADE
NSW1,2021/04/15 20:00:00,8318.51,50.91,TRADE
NSW1,2021/04/15 20:30:00,8117.22,61.15,TRADE
NSW1,2021/04/15 21:00:00,8003.31,59.68,TRADE
NSW1,2021/04/15 21:30:00,7824.02,51.86,TRADE
NSW1,2021/04/15 22:00:00,7621.36,45.19,TRADE
NSW1,2021/04/15 22:30:00,7640.04,53.07,TRADE
NSW1,2021/04/15 23:00:00,7487.34,46.49,TRADE
NSW1,2021/04/15 23:30:00,7431.2,48.58,TRADE
NSW1,2021/04/16 00:00:00,7350.94,37.24,TRADE
NSW1,2021/04/16 00:30:00,7261.43,37.17,TRADE
NSW1,2021/04/16 01:00:00,7150.64,39.19,TRADE
NSW1,2021/04/16 01:30:00,6908.19,36.01,TRADE
NSW1,2021/04/16 02:00:00,6747.97,36.01,TRADE
NSW1,2021/04/16 02:30:00,6513.95,37.21,TRADE
NSW1,2021/04/16 03:00:00,6325.15,35.90,TRADE
NSW1,2021/04/16 03:30:00,6250.62,35.27,TRADE
NSW1,2021/04/16 04:00:00,6190.46,36.02,TRADE
NSW1,2021/04/16 04:30:00,6233.15,35.50,TRADE
NSW1,2021/04/16 05:00:00,6307.19,38.92,TRADE
NSW1,2021/04/16 05:30:00,6542.11,40.88,TRADE
NSW1,2021/04/16 06:00:00,6785.97,44.46,TRADE
NSW1,2021/04/16 06:30:00,7201.13,50.50,TRADE
NSW1,2021/04/16 07:00:00,7506.37,61.06,TRADE
NSW1,2021/04/16 07:30:00,7593.86,55.02,TRADE
NSW1,2021/04/16 08:00:00,7570.06,47.44,TRADE
NSW1,2021/04/16 08:30:00,7535.61,48.49,TRADE
NSW1,2021/04/16 09:00:00,7379.99,41.06,TRADE
NSW1,2021/04/16 09:30:00,7140.58,37.73,TRADE
NSW1,2021/04/16 10:00:00,6947.54,36.55,TRADE
NSW1,2021/04/16 10:30:00,6884.48,37.64,TRADE
NSW1,2021/04/16 11:00:00,6750.91,36.37,TRADE
NSW1,2021/04/16 11:30:00,6742.03,35.12,TRADE
NSW1,2021/04/16 12:00:00,6746.57,36.59,TRADE
NSW1,2021/04/16 12:30:00,6793.55,35.56,TRADE
NSW1,2021/04/16 13:00:00,6905.61,34.14,TRADE
NSW1,2021/04/16 13:30:00,6914.53,36.78,TRADE
NSW1,2021/04/16 14:00:00,7030.49,35.17,TRADE
NSW1,2021/04/16 14:30:00,7173.54,36.32,TRADE
NSW1,2021/04/16 15:00:00,7301.41,35.89,TRADE
NSW1,2021/04/16 15:30:00,7531.88,36.56,TRADE
NSW1,2021/04/16 16:00:00,7713.14,41.20,TRADE
NSW1,2021/04/16 16:30:00,7902.15,44.58,TRADE
NSW1,2021/04/16 17:00:00,8232.01,65.77,TRADE
NSW1,2021/04/16 17:30:00,8390.59,82.14,TRADE
NSW1,2021/04/16 18:00:00,8672.61,114.44,TRADE
NSW1,2021/04/16 18:30:00,8644.84,104.17,TRADE
NSW1,2021/04/16 19:00:00,8512.07,67.85,TRADE
NSW1,2021/04/16 19:30:00,8307.62,54.20,TRADE
NSW1,2021/04/16 20:00:00,8104.82,64.17,TRADE
NSW1,2021/04/16 20:30:00,7949.85,60.77,TRADE
NSW1,2021/04/16 21:00:00,7812.91,51.07,TRADE
NSW1,2021/04/16 21:30:00,7694.23,43.92,TRADE
NSW1,2021/04/16 22:00:00,7556.39,43.37,TRADE
NSW1,2021/04/16 22:30:00,7647.29,51.47,TRADE
NSW1,2021/04/16 23:00:00,7568.74,49.12,TRADE
NSW1,2021/04/16 23:30:00,7523.96,46.92,TRADE
NSW1,2021/04/17 00:00:00,7480.71,41.51,TRADE
NSW1,2021/04/17 00:30:00,7362.5,48.59,TRADE
NSW1,2021/04/17 01:00:00,7196.81,49.13,TRADE
NSW1,2021/04/17 01:30:00,6979.33,46.95,TRADE
NSW1,2021/04/17 02:00:00,6830.31,39.58,TRADE
NSW1,2021/04/17 02:30:00,6548.36,39.97,TRADE
NSW1,2021/04/17 03:00:00,6315.49,38.40,TRADE
NSW1,2021/04/17 03:30:00,6146.72,36.94,TRADE
NSW1,2021/04/17 04:00:00,6095.97,38.75,TRADE
NSW1,2021/04/17 04:30:00,6062.33,40.51,TRADE
NSW1,2021/04/17 05:00:00,6136.21,43.19,TRADE
NSW1,2021/04/17 05:30:00,6194.81,42.84,TRADE
NSW1,2021/04/17 06:00:00,6347.38,42.87,TRADE
NSW1,2021/04/17 06:30:00,6572.07,50.24,TRADE
NSW1,2021/04/17 07:00:00,6786.73,127.96,TRADE
NSW1,2021/04/17 07:30:00,7021.1,185.14,TRADE
NSW1,2021/04/17 08:00:00,7255.01,60.09,TRADE
NSW1,2021/04/17 08:30:00,7484.67,49.30,TRADE
NSW1,2021/04/17 09:00:00,7497.71,41.85,TRADE
NSW1,2021/04/17 09:30:00,7464.22,40.36,TRADE
NSW1,2021/04/17 10:00:00,7424.42,34.82,TRADE
NSW1,2021/04/17 10:30:00,7403.18,37.01,TRADE
NSW1,2021/04/17 11:00:00,7261.16,36.93,TRADE
NSW1,2021/04/17 11:30:00,7169.01,38.13,TRADE
NSW1,2021/04/17 12:00:00,7249.12,38.54,TRADE
NSW1,2021/04/17 12:30:00,7299.15,37.02,TRADE
NSW1,2021/04/17 13:00:00,7327.15,36.33,TRADE
NSW1,2021/04/17 13:30:00,7262.33,35.13,TRADE
NSW1,2021/04/17 14:00:00,7248.47,35.29,TRADE
NSW1,2021/04/17 14:30:00,7218.19,35.42,TRADE
NSW1,2021/04/17 15:00:00,7225.36,34.01,TRADE
NSW1,2021/04/17 15:30:00,7264.91,36.04,TRADE
NSW1,2021/04/17 16:00:00,7360.25,37.15,TRADE
NSW1,2021/04/17 16:30:00,7485.59,39.61,TRADE
NSW1,2021/04/17 17:00:00,7720.44,61.49,TRADE
NSW1,2021/04/17 17:30:00,7925.03,134.01,TRADE
NSW1,2021/04/17 18:00:00,8299.06,78.58,TRADE
NSW1,2021/04/17 18:30:00,8502.58,240.37,TRADE
NSW1,2021/04/17 19:00:00,8373.97,180.95,TRADE
NSW1,2021/04/17 19:30:00,8098.31,67.75,TRADE
NSW1,2021/04/17 20:00:00,7930.17,79.04,TRADE
NSW1,2021/04/17 20:30:00,7813.19,81.38,TRADE
NSW1,2021/04/17 21:00:00,7689.5,72.06,TRADE
NSW1,2021/04/17 21:30:00,7568.34,58.50,TRADE
NSW1,2021/04/17 22:00:00,7467.54,58.50,TRADE
NSW1,2021/04/17 22:30:00,7491.64,86.19,TRADE
NSW1,2021/04/17 23:00:00,7421.02,64.56,TRADE
NSW1,2021/04/17 23:30:00,7338.72,84.36,TRADE
NSW1,2021/04/18 00:00:00,7213.87,66,TRADE
NSW1,2021/04/18 00:30:00,7085.8,106.93,TRADE
NSW1,2021/04/18 01:00:00,6938.27,73.10,TRADE
NSW1,2021/04/18 01:30:00,6740.87,52.30,TRADE
NSW1,2021/04/18 02:00:00,6569.09,63.20,TRADE
NSW1,2021/04/18 02:30:00,6340.96,53.65,TRADE
NSW1,2021/04/18 03:00:00,6153.18,48.95,TRADE
NSW1,2021/04/18 03:30:00,6051.55,49.68,TRADE
NSW1,2021/04/18 04:00:00,5999.2,48.64,TRADE
NSW1,2021/04/18 04:30:00,5984.18,47.37,TRADE
NSW1,2021/04/18 05:00:00,6002.86,43.16,TRADE
NSW1,2021/04/18 05:30:00,6054.55,46.35,TRADE
NSW1,2021/04/18 06:00:00,6112.36,47.88,TRADE
NSW1,2021/04/18 06:30:00,6356.42,46.77,TRADE
NSW1,2021/04/18 07:00:00,6464.76,52.14,TRADE
NSW1,2021/04/18 07:30:00,6534.52,41,TRADE
NSW1,2021/04/18 08:00:00,6577.19,34.56,TRADE
NSW1,2021/04/18 08:30:00,6555.88,34.24,TRADE
NSW1,2021/04/18 09:00:00,6491.07,32.90,TRADE
NSW1,2021/04/18 09:30:00,6417.74,34.32,TRADE
NSW1,2021/04/18 10:00:00,6263.06,25.61,TRADE
NSW1,2021/04/18 10:30:00,6070.44,17.93,TRADE
NSW1,2021/04/18 11:00:00,5847.98,10.93,TRADE
NSW1,2021/04/18 11:30:00,5613.13,20.11,TRADE
NSW1,2021/04/18 12:00:00,5584.97,24.85,TRADE
NSW1,2021/04/18 12:30:00,5573.09,20.86,TRADE
NSW1,2021/04/18 13:00:00,5526.33,24.27,TRADE
NSW1,2021/04/18 13:30:00,5593.15,22.15,TRADE
NSW1,2021/04/18 14:00:00,5688.3,32.44,TRADE
NSW1,2021/04/18 14:30:00,5808.67,28.39,TRADE
NSW1,2021/04/18 15:00:00,5977.38,26.58,TRADE
NSW1,2021/04/18 15:30:00,6232.31,31.23,TRADE
NSW1,2021/04/18 16:00:00,6588.85,33.71,TRADE
NSW1,2021/04/18 16:30:00,7017.72,45.71,TRADE
NSW1,2021/04/18 17:00:00,7437.36,173.87,TRADE
NSW1,2021/04/18 17:30:00,7877.48,176.33,TRADE
NSW1,2021/04/18 18:00:00,8334.99,59.39,TRADE
NSW1,2021/04/18 18:30:00,8607.22,112.55,TRADE
NSW1,2021/04/18 19:00:00,8465.8,93.16,TRADE
NSW1,2021/04/18 19:30:00,8227.04,275.91,TRADE
NSW1,2021/04/18 20:00:00,8017.58,229.01,TRADE
NSW1,2021/04/18 20:30:00,7894.54,250.70,TRADE
NSW1,2021/04/18 21:00:00,7732.95,94.10,TRADE
NSW1,2021/04/18 21:30:00,7587.32,118.18,TRADE
NSW1,2021/04/18 22:00:00,7447.61,80.19,TRADE
NSW1,2021/04/18 22:30:00,7397.74,77.93,TRADE
NSW1,2021/04/18 23:00:00,7274.38,55.65,TRADE
NSW1,2021/04/18 23:30:00,7156.16,68.78,TRADE
NSW1,2021/04/19 00:00:00,7059.34,53.66,TRADE
NSW1,2021/04/19 00:30:00,6902.09,49.97,TRADE
NSW1,2021/04/19 01:00:00,6789.66,48.66,TRADE
NSW1,2021/04/19 01:30:00,6633.9,41.29,TRADE
NSW1,2021/04/19 02:00:00,6477.48,40.61,TRADE
NSW1,2021/04/19 02:30:00,6333.6,41.74,TRADE
NSW1,2021/04/19 03:00:00,6180.52,41.15,TRADE
NSW1,2021/04/19 03:30:00,6067.11,42.83,TRADE
